isbn,title,author,category,imagelink
9780359082001,"Watching You","Lisa Jewell",Fiction,http://books.google.com/books/content?id=6URvDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780359391813,"Pandora's Mansion","Alexander Dray",,http://books.google.com/books/content?id=PC-GDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780373210893,"Alice in Zombieland","Gena Showalter","Juvenile Fiction",http://books.google.com/books/content?id=aew3AAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780373778447,"Burning Dawn","Gena Showalter",Fiction,http://books.google.com/books/content?id=eu_XAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780374280147,"The Ninth Hour","Alice McDermott",Fiction,http://books.google.com/books/content?id=mKYxDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375706677,"No Country for Old Men","Cormac McCarthy",Fiction,http://books.google.com/books/content?id=TGQDed2zvh8C&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780375760372,Hawaii,"James Albert Michener",Fiction,http://books.google.com/books/content?id=y8tvDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375802997,Pirates,"Will Osborne","Juvenile Nonfiction",http://books.google.com/books/content?id=bvPXOCGTNx8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375842207,"The Book Thief","Markus Zusak","Juvenile Fiction",http://books.google.com/books/content?id=1yzWvQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780375846649,"Penguins and Antarctica","Mary Pope Osborne","Juvenile Nonfiction",http://books.google.com/books/content?id=CmmOfTnsMnEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375850929,"The Ball Hogs","Rich Wallace","Juvenile Fiction",http://books.google.com/books/content?id=UYGqUyTqTvcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375850943,Benched,"Rich Wallace","Juvenile Fiction",http://books.google.com/books/content?id=79v-zebY288C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375850950,"Game-Day Jitters","Rich Wallace","Juvenile Fiction",http://books.google.com/books/content?id=p8QaBFT0ti4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375867958,"A Crazy Day With Cobras","Mary Pope Osborne","Juvenile Fiction",http://books.google.com/books/content?id=7vM9GI3ZMx0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375896330,"Kickers #2: Fake Out","Rich Wallace","Juvenile Fiction",http://books.google.com/books/content?id=gDC3ebGRbowC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375896996,"Bridge of Clay","Markus Zusak","Young Adult Fiction",http://books.google.com/books/content?id=p9VNDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780375989094,"Deep Betrayal","Anne Greenwood Brown","Young Adult Fiction",http://books.google.com/books/content?id=dsdpUsYIFq8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385319959,Outlander,"Diana Gabaldon",Fiction,http://books.google.com/books/content?id=LjTKSJGfQVMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385333344,"Charming Billy","Alice McDermott",Fiction,http://books.google.com/books/content?id=jJvjFLJtNqwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385338080,"Can You Keep a Secret?","Sophie Kinsella",Fiction,http://books.google.com/books/content?id=H3a2s6eJeaMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385340267,"A Good Woman","Danielle Steel",Fiction,http://books.google.com/books/content?id=j0VpMxhpmlMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385351409,"The Circle","Dave Eggers",Fiction,http://books.google.com/books/content?id=sbxWAAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385354295,"The Girl in the Spider's Web","David Lagercrantz",Fiction,http://books.google.com/books/content?id=9lOWBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385385411,"The Maze Runner Files (Maze Runner)","James Dashner","Young Adult Fiction",http://books.google.com/books/content?id=kHg4S2C0br8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385391351,"The Book Thief: Enhanced Movie Tie-in Edition","Markus Zusak","Young Adult Fiction",http://books.google.com/books/content?id=XbPVAQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385468152,"Check List for a Perfect Wedding","Barbara Lee Follett",Reference,http://books.google.com/books/content?id=pptVvLJJGrkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385535014,"Zone One","Colson Whitehead",Fiction,http://books.google.com/books/content?id=KM3quhAFs_wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385536981,"Crazy Rich Asians","Kevin Kwan",Fiction,http://books.google.com/books/content?id=LrFYL6NFjU8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385537049,"The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club)","Colson Whitehead",Fiction,http://books.google.com/books/content?id=MepRCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385539098,"China Rich Girlfriend","Kevin Kwan",Fiction,http://books.google.com/books/content?id=uNiWBAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385541817,"Fitness Junkie","Lucy Sykes",Fiction,http://books.google.com/books/content?id=jW1EDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385542081,Nutshell,"Ian McEwan",Fiction,http://books.google.com/books/content?id=n4PwCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385542241,"Rich People Problems","Kevin Kwan",Fiction,http://books.google.com/books/content?id=K5MiDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385737951,"The Maze Runner 1","James Dashner","Juvenile Fiction",http://books.google.com/books/content?id=VZOnv9gjYDIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385738767,"The Scorch Trials","James Dashner","Juvenile Fiction",http://books.google.com/books/content?id=yFqhkBGqWnMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385738781,"The Death Cure","James Dashner","Juvenile Fiction",http://books.google.com/books/content?id=nXAlPwr75zIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385741446,"The Game of Lives","James Dashner","Young Adult Fiction",http://books.google.com/books/content?id=J-egDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385742023,"Lies Beneath","Anne Greenwood Brown","Juvenile Fiction",http://books.google.com/books/content?id=mSNb1QQL0r0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385742894,"The Kill Order","James Dashner","Juvenile Fiction",http://books.google.com/books/content?id=hRfTCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780385754729,"The Book Thief","Markus Zusak","Juvenile Fiction",http://books.google.com/books/content?id=rk2MDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780393254518,"Peripheral Light: Selected and New Poems","John Kinsella",Poetry,http://books.google.com/books/content?id=2KT-CgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780393339123,"Divine Comedy: Journeys Through a Regional Geography: Three New Works","John Kinsella",Poetry,http://books.google.com/books/content?id=pNrk4XbKa7wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399179365,"Turning Point","Danielle Steel",Fiction,http://books.google.com/books/content?id=jMNUDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399181788,"Minecraft: The Island","Max Brooks","Juvenile Fiction",http://books.google.com/books/content?id=eT1PDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399185496,"Vicious Circle","C. J. Box",Fiction,http://books.google.com/books/content?id=gYxEDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399564529,"Time's Convert","Deborah Harkness",Fiction,http://books.google.com/books/content?id=Wl1KDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399573590,"The Disappeared","C. J. Box",Fiction,http://books.google.com/books/content?id=OwaCDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399573897,"The Wanted","Robert Crais",Fiction,http://books.google.com/books/content?id=7zV8DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399573903,"The Wanted","Robert Crais",Fiction,http://books.google.com/books/content?id=neEjDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399575594,"Typhoon Fury","Clive Cussler",Fiction,http://books.google.com/books/content?id=QR1xDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399575693,"Savage Run","C. J. Box",Fiction,http://books.google.com/books/content?id=DzxLDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399585593,"Tale of Two Kitties","Sofie Kelly","Cat owners",http://books.google.com/books/content?id=y_RuDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399586415,"Killer Choice","Tom Hunt",Fiction,http://books.google.com/books/content?id=4OTEDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399586422,"Killer Choice","Tom Hunt",Fiction,http://books.google.com/books/content?id=vytyDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399586446,"One Fatal Mistake","Tom Hunt",Fiction,http://books.google.com/books/content?id=HQ1aDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399587207,"Big Little Lies","Liane Moriarty",Fiction,http://books.google.com/books/content?id=lfTbDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780399592898,"Surprise Me","Sophie Kinsella",Fiction,http://books.google.com/books/content?id=2H4mDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780415668132,"The Domain Name Registration System","Jenny Ng",Law,http://books.google.com/books/content?id=XfqoDWQB4x4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780415940757,"Selected Poetry","Victor Hugo","Literary Criticism",http://books.google.com/books/content?id=yj1b-fpTvV4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425250594,Taken,"Robert Crais",Fiction,http://books.google.com/books/content?id=zUTaCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425250655,"Force of Nature","C. J. Box",Fiction,http://books.google.com/books/content?id=JkraCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425251195,"Love Irresistibly","Julie James",Fiction,http://books.google.com/books/content?id=RUIoDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425251287,Unraveled,"Maggie Sefton",Fiction,http://books.google.com/books/content?id=xepvDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425252178,"Cast On, Kill Off","Maggie Sefton",Fiction,http://books.google.com/books/content?id=7-pvDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425253670,"The Good Wife","Jane Porter",Fiction,http://books.google.com/books/content?id=W-tvDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425253748,Phantoms,"Dean Koontz",Fiction,http://books.google.com/books/content?id=ob2KDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425258361,"Daughters of the Nile","Stephanie Dray",Fiction,http://books.google.com/books/content?id=ZaeJDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425258415,"Close Knit Killer","Maggie Sefton",Fiction,http://books.google.com/books/content?id=jetvDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425266748,Easy,"Tammara Webber",Fiction,http://books.google.com/books/content?id=oTCMDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425266861,Breakable,"Tammara Webber",Fiction,http://books.google.com/books/content?id=mb6LDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425269367,"The Hunt for Red October","Tom Clancy",Fiction,http://books.google.com/books/content?id=TKuJDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425272855,"The Promise","Robert Crais",Fiction,http://books.google.com/books/content?id=jypnDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425273760,"Suddenly One Summer","Julie James",Fiction,http://books.google.com/books/content?id=DGABDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425273777,"The Thing about Love","Julie James",Fiction,http://books.google.com/books/content?id=EABmDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425273784,"The Thing About Love","Julie James",Fiction,http://books.google.com/books/content?id=_HrHCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425276518,"Color Blind","Colby Marshall",Fiction,http://books.google.com/books/content?id=5-kKDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425281543,"It Happened One Wedding","Julie James",Fiction,http://books.google.com/books/content?id=UtoBDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780425283349,"The Gilded Hour","Sara Donati",Fiction,http://books.google.com/books/content?id=GlvhCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780439064866,"Harry Potter and the Chamber of Secrets (Book 2)","Rowling, J.K.","Juvenile Fiction",http://books.google.com/books/content?id=ZTE0BgAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780440205579,Star,"Danielle Steel",Fiction,http://books.google.com/books/content?id=_VWKDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780440239932,"Sports Camp","Rich Wallace","Juvenile Fiction",http://books.google.com/books/content?id=efzqbBxT10kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780440242406,"Remember Me?","Sophie Kinsella",Fiction,http://books.google.com/books/content?id=DT760lPIZfMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780440243311,"Matters of the Heart","Danielle Steel",Fiction,http://books.google.com/books/content?id=HWI_3y3MexEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780440243342,"Happy Birthday","Danielle Steel",Fiction,http://books.google.com/books/content?id=D7LD_n-MkvIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780440245193,"Family Ties","Danielle Steel",Fiction,http://books.google.com/books/content?id=WB92id1bNx4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780440245216,"Big Girl","Danielle Steel",Fiction,http://books.google.com/books/content?id=vfEXyfgIgv4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780440338079,"Into the Wilderness","Sara Donati",Fiction,http://books.google.com/books/content?id=Uj0EulwotZcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780440339021,"The Endless Forest","Sara Donati",Fiction,http://books.google.com/books/content?id=sGKTY0EXVPMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780440423478,"Darkness Under the Sun (Novella)","Dean Koontz",Fiction,http://books.google.com/books/content?id=5LTnvHZWNhIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780443073380,"A Handbook of Men's Health","Tom Laws",Medical,http://books.google.com/books/content?id=PfdBWcVGnzwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780446535496,"Leadership Secrets of Attila the Hun","Wess Roberts","Business & Economics",http://books.google.com/books/content?id=rF8m0PHqeAsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780446537117,"Flirting with Forty","Jane Porter",Fiction,http://books.google.com/books/content?id=LPBVBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780446550628,"Easy on the Eyes","Jane Porter",Fiction,http://books.google.com/books/content?id=2STuygmkISoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780449211472,"The Source","James A. Michener",Fiction,http://books.google.com/books/content?id=5MpTHkStChsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780451224507,"The Secret Servant","Daniel Silva",Fiction,http://books.google.com/books/content?id=nCc2DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780451414700,"Final Catcall","Sofie Kelly",Fiction,http://books.google.com/books/content?id=Z2YoDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780451414717,"A Midwinter's Tail","Sofie Kelly",Fiction,http://books.google.com/books/content?id=jGYoDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780451472168,"Paws and Effect","Sofie Kelly",Cats,http://books.google.com/books/content?id=D5ltDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780451490049,"The Husband's Secret","Liane Moriarty",Fiction,http://books.google.com/books/content?id=UIclDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780451494337,"The Girl Who Takes an Eye for an Eye","David Lagercrantz",Fiction,http://books.google.com/books/content?id=ENj1DQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780470400036,"A Guide to Executing Change for Managers","Wayne R. Davis","Business & Economics",http://books.google.com/books/content?id=4w71fHdDNzgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780470400043,"A Guide to Executing Change for Executive Leaders","Wayne R. Davis","Business & Economics",http://books.google.com/books/content?id=9xemvBW_DkEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780470651070,"Reaching Boys, Teaching Boys","Michael Reichert",Education,http://books.google.com/books/content?id=MXI9mYLmWcQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780471461180,"A Biologist's Guide to Analysis of DNA Microarray Data","Steen Knudsen",Science,http://books.google.com/books/content?id=V-f17YO5Jr8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780486114538,"The Idiot","Fyodor Dostoyevsky",Fiction,http://books.google.com/books/content?id=fq7CAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780486144672,"Literary Theory and Criticism","Edgar Allan Poe","Literary Collections",http://books.google.com/books/content?id=x0vCAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780486472256,"Create Your Own Aliens Sticker Activity Book","Susan Shaw-Russell","Juvenile Nonfiction",http://books.google.com/books/content?id=QmRY_E7qZ5QC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780486476599,"The Book of Jubilees","R. H. Charles",Religion,http://books.google.com/books/content?id=-utIAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780486482842,"Bee Cool! Sticker Activity Book","Susan Shaw-Russell","Juvenile Nonfiction",http://books.google.com/books/content?id=OgB2ktqVaw4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780520211278,"Gender and the South China Miracle","Ching Kwan Lee","Business & Economics",http://books.google.com/books/content?id=jbcwDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780520276536,"Songs of Seoul","Nicholas Harkness","Language Arts & Disciplines",http://books.google.com/books/content?id=5bMwDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780520280182,"Restless Dead","Sarah Iles Johnston",Religion,http://books.google.com/books/content?id=57MwDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780520967960,"Beyond Hawai'i","Gregory Rosenthal",History,http://books.google.com/books/content?id=0flQDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780521173681,"Active Grammar Level 1 without Answers and CD-ROM","Fiona Davis","Foreign Language Study",http://books.google.com/books/content?id=szkPCAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780521895606,Causality,"Judea Pearl",Computers,http://books.google.com/books/content?id=f4nuexsNVZIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780525538202,"Wolf Pack","C.J. Box",Fiction,http://books.google.com/books/content?id=TkFkDwAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780525558958,"The Dante Chamber","Matthew Pearl",Fiction,http://books.google.com/books/content?id=YOk6DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780525566670,"The Crazy Rich Asians Trilogy Box Set","Kevin Kwan",Fiction,http://books.google.com/books/content?id=Ga1oDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780525954972,"A Column of Fire","Ken Follett",FICTION,http://books.google.com/books/content?id=XKEwDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780544817340,"The Best American Essays 2018","Hilton Als",NULL,http://books.google.com/books/content?id=CDtuDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780545010221,"HARRY POTTER ALL BOOKS",J.K.ROWLING,"Comics & Graphic Novels",http://books.google.com/books/content?id=CYDVBQAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780545623704,"Getting The Girl","Markus Zusak","Juvenile Fiction",http://books.google.com/books/content?id=jLIAryEmkqoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780547349046,"Dolley Madison Saves George Washington","Don Brown","Juvenile Nonfiction",http://books.google.com/books/content?id=NEoz085KLwwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780547443294,Slammerkin,"Emma Donoghue",Fiction,http://books.google.com/books/content?id=iVy-AKZu82YC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780547541259,Landing,"Emma Donoghue",Fiction,http://books.google.com/books/content?id=jxj4w2plzfgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780547541464,"Life Mask","Emma Donoghue",Fiction,http://books.google.com/books/content?id=im4PtF8H8LcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780547819242,"The Best American Short Stories 2014","Jennifer Egan",Fiction,http://books.google.com/books/content?id=ZLzaAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780552158961,Legacy,"Danielle Steel","Family secrets",http://books.google.com/books/content?id=LwCAk-pzmAwC&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780553295009,"Texas! Sage","Sandra Brown",Fiction,http://books.google.com/books/content?id=k-2TzqI8kiIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780553383140,"Testing Kate","Whitney Gaskell",Fiction,http://books.google.com/books/content?id=9-eKDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780553497373,"Magic Tree House Survival Guide","Mary Pope Osborne","Juvenile Nonfiction",http://books.google.com/books/content?id=FkM3DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780553509076,"The Maze Runner Series Complete Collection (Maze Runner)","James Dashner","Young Adult Fiction",http://books.google.com/books/content?id=xqXcAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780553510263,"Markus Zusak: The Book Thief & I Am the Messenger","Markus Zusak","Young Adult Fiction",http://books.google.com/books/content?id=01EZAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780553576023,"In a Class by Itself","Sandra Brown",Fiction,http://books.google.com/books/content?id=qlKRyZMt_toC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780553591729,Relentless,"Dean R. Koontz",Fiction,http://books.google.com/books/content?id=HSe0PtmgMfkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780553592948,"The Tomb of Hercules","Andy McDermott",Fiction,http://books.google.com/books/content?id=QtmJDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780553593662,"Return to Atlantis","Andy McDermott",Fiction,http://books.google.com/books/content?id=SohTEDArLBAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780557004621,"Zen Dazzle Doodle Frames To Use in YOUR ART!","Bonnie McLain",NULL,http://books.google.com/books/content?id=vqQ8FNq9MOIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780557440849,GirlSpire,"T. B. McLain","Family & Relationships",http://books.google.com/books/content?id=kK1r_recoFIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780595097340,"A Cool Billion","Michael C. Perkins",Fiction,http://books.google.com/books/content?id=kqLli2Y_k9wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780595257638,"Book of the Hunt","Tom Dolph",Philosophy,http://books.google.com/books/content?id=U5v5PYvyTL4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780595304998,Catharsis,"Jack Moriarty",Fiction,http://books.google.com/books/content?id=N38uvGhDrzwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780595398478,"In Case You Weren't Listening","Kimberly McLain","Juvenile Nonfiction",http://books.google.com/books/content?id=_fkjIBjwwXgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780595402793,"The Gypsy Talisman","Evelyn Brooks",Fiction,http://books.google.com/books/content?id=5aQBI2Ywdu4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780615193557,"Making the System Work for You","Lori Latrice Sykes","Biography & Autobiography",http://books.google.com/books/content?id=Iyc56sskLGMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780618108558,"The Buffalo Nickel","Taylor Morrison","Juvenile Nonfiction",http://books.google.com/books/content?id=KU03Oioenw0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780671039738,Carrie,"Stephen King",Fiction,http://books.google.com/books/content?id=gm1_ZjzjEboC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780671568771,"Against the Rules","Carolyn Keene","Juvenile Fiction",http://books.google.com/books/content?id=RNZRlxrZON0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780671679248,"The Simon & Schuster Pocket Book of Chess","Raymond Keene","Juvenile Nonfiction",http://books.google.com/books/content?id=7Bl257VlZxMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780679603962,"Mini Shopaholic","Sophie Kinsella",Fiction,http://books.google.com/books/content?id=l4JXW8DlU1IC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780679641049,"Blood Meridian, Or, The Evening Redness in the West","Cormac McCarthy",Fiction,http://books.google.com/books/content?id=r0YRXUstZ18C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
